,,,,,,Sweep 001 ,Sweep 001 ,Sweep 001 ,Sweep 001 ,Sweep 001 ,Sweep 001 ,Sweep 001 ,Sweep 001 ,Sweep 001 ,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 001,Sweep 002 ,Sweep 002 ,Sweep 002 ,Sweep 002 ,Sweep 002 ,Sweep 002 ,Sweep 002 ,Sweep 002 ,Sweep 002 ,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 002,Sweep 003 ,Sweep 003 ,Sweep 003 ,Sweep 003 ,Sweep 003 ,Sweep 003 ,Sweep 003 ,Sweep 003 ,Sweep 003 ,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 003,Sweep 004 ,Sweep 004 ,Sweep 004 ,Sweep 004 ,Sweep 004 ,Sweep 004 ,Sweep 004 ,Sweep 004 ,Sweep 004 ,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 004,Sweep 005 ,Sweep 005 ,Sweep 005 ,Sweep 005 ,Sweep 005 ,Sweep 005 ,Sweep 005 ,Sweep 005 ,Sweep 005 ,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 005,Sweep 006 ,Sweep 006 ,Sweep 006 ,Sweep 006 ,Sweep 006 ,Sweep 006 ,Sweep 006 ,Sweep 006 ,Sweep 006 ,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 006,Sweep 007 ,Sweep 007 ,Sweep 007 ,Sweep 007 ,Sweep 007 ,Sweep 007 ,Sweep 007 ,Sweep 007 ,Sweep 007 ,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 007,Sweep 008 ,Sweep 008 ,Sweep 008 ,Sweep 008 ,Sweep 008 ,Sweep 008 ,Sweep 008 ,Sweep 008 ,Sweep 008 ,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 008,Sweep 009 ,Sweep 009 ,Sweep 009 ,Sweep 009 ,Sweep 009 ,Sweep 009 ,Sweep 009 ,Sweep 009 ,Sweep 009 ,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 009,Sweep 010 ,Sweep 010 ,Sweep 010 ,Sweep 010 ,Sweep 010 ,Sweep 010 ,Sweep 010 ,Sweep 010 ,Sweep 010 ,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 010,Sweep 011 ,Sweep 011 ,Sweep 011 ,Sweep 011 ,Sweep 011 ,Sweep 011 ,Sweep 011 ,Sweep 011 ,Sweep 011 ,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 011,Sweep 012 ,Sweep 012 ,Sweep 012 ,Sweep 012 ,Sweep 012 ,Sweep 012 ,Sweep 012 ,Sweep 012 ,Sweep 012 ,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 012,Sweep 013 ,Sweep 013 ,Sweep 013 ,Sweep 013 ,Sweep 013 ,Sweep 013 ,Sweep 013 ,Sweep 013 ,Sweep 013 ,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 013,Sweep 014 ,Sweep 014 ,Sweep 014 ,Sweep 014 ,Sweep 014 ,Sweep 014 ,Sweep 014 ,Sweep 014 ,Sweep 014 ,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 014,Sweep 015 ,Sweep 015 ,Sweep 015 ,Sweep 015 ,Sweep 015 ,Sweep 015 ,Sweep 015 ,Sweep 015 ,Sweep 015 ,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 015,Sweep 016 ,Sweep 016 ,Sweep 016 ,Sweep 016 ,Sweep 016 ,Sweep 016 ,Sweep 016 ,Sweep 016 ,Sweep 016 ,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 016,Sweep 017 ,Sweep 017 ,Sweep 017 ,Sweep 017 ,Sweep 017 ,Sweep 017 ,Sweep 017 ,Sweep 017 ,Sweep 017 ,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017,Sweep 017
Experiment  full  Name,Experiment Date,Well ID,Valid QC,Cell Type,Cell Concentration,Compound Name,Concentration,JP Offset (mV),Seal Resistance,Capacitance,Series Resistance,Temperature,VMemb (mV)/ IHold (pA),Sweep Voltage/Current,TP1PeakCur,Cap,TP1CurDen,TP2PeakCur,TP2CurDen,TP1Tau1In,TP1Tau2In,TP1Tau1Am,TP1Tau2Am,TP1TauAc,Leak prep,Leak stead,AUC,AUC_dens,Compound Name,Concentration,JP Offset (mV),Seal Resistance,Capacitance,Series Resistance,Temperature,VMemb (mV)/ IHold (pA),Sweep Voltage/Current,TP1PeakCur,Cap,TP1CurDen,TP2PeakCur,TP2CurDen,TP1Tau1In,TP1Tau2In,TP1Tau1Am,TP1Tau2Am,TP1TauAc,Leak prep,Leak stead,AUC,AUC_dens,Compound Name,Concentration,JP Offset (mV),Seal Resistance,Capacitance,Series Resistance,Temperature,VMemb (mV)/ IHold (pA),Sweep Voltage/Current,TP1PeakCur,Cap,TP1CurDen,TP2PeakCur,TP2CurDen,TP1Tau1In,TP1Tau2In,TP1Tau1Am,TP1Tau2Am,TP1TauAc,Leak prep,Leak stead,AUC,AUC_dens,Compound Name,Concentration,JP Offset (mV),Seal Resistance,Capacitance,Series Resistance,Temperature,VMemb (mV)/ IHold (pA),Sweep Voltage/Current,TP1PeakCur,Cap,TP1CurDen,TP2PeakCur,TP2CurDen,TP1Tau1In,TP1Tau2In,TP1Tau1Am,TP1Tau2Am,TP1TauAc,Leak prep,Leak stead,AUC,AUC_dens,Compound Name,Concentration,JP Offset (mV),Seal Resistance,Capacitance,Series Resistance,Temperature,VMemb (mV)/ IHold (pA),Sweep Voltage/Current,TP1PeakCur,Cap,TP1CurDen,TP2PeakCur,TP2CurDen,TP1Tau1In,TP1Tau2In,TP1Tau1Am,TP1Tau2Am,TP1TauAc,Leak prep,Leak stead,AUC,AUC_dens,Compound Name,Concentration,JP Offset (mV),Seal Resistance,Capacitance,Series Resistance,Temperature,VMemb (mV)/ IHold (pA),Sweep Voltage/Current,TP1PeakCur,Cap,TP1CurDen,TP2PeakCur,TP2CurDen,TP1Tau1In,TP1Tau2In,TP1Tau1Am,TP1Tau2Am,TP1TauAc,Leak prep,Leak stead,AUC,AUC_dens,Compound Name,Concentration,JP Offset (mV),Seal Resistance,Capacitance,Series Resistance,Temperature,VMemb (mV)/ IHold (pA),Sweep Voltage/Current,TP1PeakCur,Cap,TP1CurDen,TP2PeakCur,TP2CurDen,TP1Tau1In,TP1Tau2In,TP1Tau1Am,TP1Tau2Am,TP1TauAc,Leak prep,Leak stead,AUC,AUC_dens,Compound Name,Concentration,JP Offset (mV),Seal Resistance,Capacitance,Series Resistance,Temperature,VMemb (mV)/ IHold (pA),Sweep Voltage/Current,TP1PeakCur,Cap,TP1CurDen,TP2PeakCur,TP2CurDen,TP1Tau1In,TP1Tau2In,TP1Tau1Am,TP1Tau2Am,TP1TauAc,Leak prep,Leak stead,AUC,AUC_dens,Compound Name,Concentration,JP Offset (mV),Seal Resistance,Capacitance,Series Resistance,Temperature,VMemb (mV)/ IHold (pA),Sweep Voltage/Current,TP1PeakCur,Cap,TP1CurDen,TP2PeakCur,TP2CurDen,TP1Tau1In,TP1Tau2In,TP1Tau1Am,TP1Tau2Am,TP1TauAc,Leak prep,Leak stead,AUC,AUC_dens,Compound Name,Concentration,JP Offset (mV),Seal Resistance,Capacitance,Series Resistance,Temperature,VMemb (mV)/ IHold (pA),Sweep Voltage/Current,TP1PeakCur,Cap,TP1CurDen,TP2PeakCur,TP2CurDen,TP1Tau1In,TP1Tau2In,TP1Tau1Am,TP1Tau2Am,TP1TauAc,Leak prep,Leak stead,AUC,AUC_dens,Compound Name,Concentration,JP Offset (mV),Seal Resistance,Capacitance,Series Resistance,Temperature,VMemb (mV)/ IHold (pA),Sweep Voltage/Current,TP1PeakCur,Cap,TP1CurDen,TP2PeakCur,TP2CurDen,TP1Tau1In,TP1Tau2In,TP1Tau1Am,TP1Tau2Am,TP1TauAc,Leak prep,Leak stead,AUC,AUC_dens,Compound Name,Concentration,JP Offset (mV),Seal Resistance,Capacitance,Series Resistance,Temperature,VMemb (mV)/ IHold (pA),Sweep Voltage/Current,TP1PeakCur,Cap,TP1CurDen,TP2PeakCur,TP2CurDen,TP1Tau1In,TP1Tau2In,TP1Tau1Am,TP1Tau2Am,TP1TauAc,Leak prep,Leak stead,AUC,AUC_dens,Compound Name,Concentration,JP Offset (mV),Seal Resistance,Capacitance,Series Resistance,Temperature,VMemb (mV)/ IHold (pA),Sweep Voltage/Current,TP1PeakCur,Cap,TP1CurDen,TP2PeakCur,TP2CurDen,TP1Tau1In,TP1Tau2In,TP1Tau1Am,TP1Tau2Am,TP1TauAc,Leak prep,Leak stead,AUC,AUC_dens,Compound Name,Concentration,JP Offset (mV),Seal Resistance,Capacitance,Series Resistance,Temperature,VMemb (mV)/ IHold (pA),Sweep Voltage/Current,TP1PeakCur,Cap,TP1CurDen,TP2PeakCur,TP2CurDen,TP1Tau1In,TP1Tau2In,TP1Tau1Am,TP1Tau2Am,TP1TauAc,Leak prep,Leak stead,AUC,AUC_dens,Compound Name,Concentration,JP Offset (mV),Seal Resistance,Capacitance,Series Resistance,Temperature,VMemb (mV)/ IHold (pA),Sweep Voltage/Current,TP1PeakCur,Cap,TP1CurDen,TP2PeakCur,TP2CurDen,TP1Tau1In,TP1Tau2In,TP1Tau1Am,TP1Tau2Am,TP1TauAc,Leak prep,Leak stead,AUC,AUC_dens,Compound Name,Concentration,JP Offset (mV),Seal Resistance,Capacitance,Series Resistance,Temperature,VMemb (mV)/ IHold (pA),Sweep Voltage/Current,TP1PeakCur,Cap,TP1CurDen,TP2PeakCur,TP2CurDen,TP1Tau1In,TP1Tau2In,TP1Tau1Am,TP1Tau2Am,TP1TauAc,Leak prep,Leak stead,AUC,AUC_dens,Compound Name,Concentration,JP Offset (mV),Seal Resistance,Capacitance,Series Resistance,Temperature,VMemb (mV)/ IHold (pA),Sweep Voltage/Current,TP1PeakCur,Cap,TP1CurDen,TP2PeakCur,TP2CurDen,TP1Tau1In,TP1Tau2In,TP1Tau1Am,TP1Tau2Am,TP1TauAc,Leak prep,Leak stead,AUC,AUC_dens
SPM 10.04.2418T27331,1:51:40.730 PM 10/4/2024,A01,F,hCav3.3_Kir2.3,1.0M,BRD_6205,9.930556E-6,22.555429,6.030797E+9,6.427420E-12,1.750935E+6,25.00,-100.000000,-1.200000E-1,-3.766793E-11,6.427420E-12,-5.860505E+0,-3.766793E-11,-5.860505E+0,8.071269E-2,8.071269E-2,1.549476E-12,-2.313792E-12,2.228206E-1,1.569497E-11,1.569497E-11,-1.454508E-11,-2.262973E+0,BRD_6205,9.930556E-6,22.555429,6.359332E+9,6.380649E-12,1.613547E+6,25.00,-100.000000,-1.100000E-1,-2.982044E-11,6.380649E-12,-4.673576E+0,-4.551541E-11,-7.133352E+0,7.323447E-1,7.323447E-1,0.000000E+0,0.000000E+0,3.774095E-1,1.098648E-11,1.412547E-11,-1.083793E-11,-1.698562E+0,BRD_6205,9.930556E-6,22.555429,5.985388E+9,6.387533E-12,1.705367E+6,25.00,-100.000000,-1.000000E-1,-1.883396E-11,6.387533E-12,-2.948551E+0,-2.825095E-11,-4.422826E+0,3.847691E+0,3.847691E+0,0.000000E+0,0.000000E+0,6.693350E-1,1.412547E-11,1.412547E-11,-1.349352E-11,-2.112477E+0,BRD_6205,9.930556E-6,22.555429,6.294587E+9,6.415258E-12,1.702286E+6,25.00,-100.000000,-9.000000E-2,-2.668145E-11,6.415258E-12,-4.159061E+0,-3.138994E-11,-4.893013E+0,7.754357E-2,7.754357E-2,0.000000E+0,0.000000E+0,6.041107E-2,1.255598E-11,1.255598E-11,-1.431789E-11,-2.231850E+0,BRD_6205,9.930556E-6,22.555429,5.734540E+9,6.398835E-12,1.732799E+6,25.00,-100.000000,-8.000000E-2,-2.040346E-11,6.398835E-12,-3.188621E+0,-2.668145E-11,-4.169735E+0,4.205189E-1,4.205189E-1,0.000000E+0,0.000000E+0,1.253027E-1,1.255598E-11,1.098648E-11,-1.456760E-11,-2.276602E+0,BRD_6205,9.930556E-6,22.555429,5.586762E+9,6.419183E-12,1.746145E+6,25.00,-100.000000,-7.000000E-2,-2.040346E-11,6.419183E-12,-3.178514E+0,-1.412547E-11,-2.200509E+0,2.294105E-1,2.294105E-1,0.000000E+0,0.000000E+0,1.154153E-1,1.412547E-11,1.569497E-11,-1.392528E-11,-2.169323E+0,BRD_6205,9.930556E-6,22.555429,6.143999E+9,6.438269E-12,1.680840E+6,25.00,-100.000000,-6.000000E-2,-2.825095E-11,6.438269E-12,-4.387972E+0,-2.668145E-11,-4.144196E+0,4.707281E-1,4.707281E-1,0.000000E+0,0.000000E+0,3.380945E-1,1.569497E-11,9.416982E-12,-2.202161E-11,-3.420424E+0,BRD_6205,9.930556E-6,22.555429,5.772215E+9,6.439190E-12,1.793087E+6,25.00,-100.000000,-5.000000E-2,-2.825095E-11,6.439190E-12,-4.387345E+0,-1.569497E-11,-2.437414E+0,1.950586E-2,2.421695E-1,-1.370692E-11,2.542064E-12,6.309845E-1,1.255598E-11,1.412547E-11,-1.358510E-11,-2.109752E+0,BRD_6205,9.930556E-6,22.555429,6.168975E+9,6.410905E-12,1.786756E+6,25.00,-100.000000,-4.000000E-2,-3.138994E-11,6.410905E-12,-4.896335E+0,-3.138994E-11,-4.896335E+0,3.044900E-1,3.044900E-1,0.000000E+0,0.000000E+0,2.298551E-1,1.255598E-11,3.138994E-12,-2.247583E-11,-3.505874E+0,BRD_6205,9.930556E-6,22.555429,6.048278E+9,6.426973E-12,1.737070E+6,25.00,-100.000000,-3.000000E-2,-3.138994E-11,6.426973E-12,-4.884094E+0,-3.138994E-11,-4.884094E+0,3.331501E-1,3.331501E-1,0.000000E+0,0.000000E+0,5.195716E-1,1.255598E-11,1.569497E-12,-2.372005E-11,-3.690703E+0,BRD_6205,9.930556E-6,22.555429,5.944888E+9,6.437423E-12,1.778441E+6,25.10,-100.000000,-2.000000E-2,-4.394592E-11,6.437423E-12,-6.826632E+0,-2.825095E-11,-4.388549E+0,1.438280E-1,1.438280E-1,-2.121115E-12,-5.989942E-13,1.772052E-1,1.255598E-11,1.569497E-12,-2.505090E-11,-3.891448E+0,BRD_6205,9.930556E-6,22.555429,6.079114E+9,6.411763E-12,1.715454E+6,25.00,-100.000000,-1.000000E-2,-4.237642E-11,6.411763E-12,-6.609169E+0,-3.295944E-11,-5.140464E+0,5.386042E-1,5.386042E-1,0.000000E+0,0.000000E+0,1.456071E+0,9.416982E-12,-6.277988E-12,-2.615214E-11,-4.078775E+0,BRD_6205,9.930556E-6,22.555429,5.882046E+9,6.411742E-12,1.690242E+6,25.00,-100.000000,0.000000E+0,-2.982044E-11,6.411742E-12,-4.650911E+0,-3.295944E-11,-5.140481E+0,4.650503E-1,4.650503E-1,0.000000E+0,0.000000E+0,2.606185E-1,1.412547E-11,0.000000E+0,-2.754310E-11,-4.295728E+0,BRD_6205,9.930556E-6,22.555429,5.774212E+9,6.442840E-12,1.685116E+6,25.00,-100.000000,1.000000E-2,-4.237642E-11,6.442840E-12,-6.577289E+0,-2.040346E-11,-3.166843E+0,6.463619E-2,1.854688E-1,2.967140E-12,2.894574E-13,1.200649E-1,1.255598E-11,9.416982E-12,-1.634247E-11,-2.536532E+0,BRD_6205,9.930556E-6,22.555429,5.824580E+9,6.385351E-12,1.721566E+6,25.00,-100.000000,2.000000E-2,-5.336290E-11,6.385351E-12,-8.357081E+0,-2.511195E-11,-3.932744E+0,8.855250E-2,3.407452E-1,2.363013E-12,7.380585E-13,1.644612E-1,1.255598E-11,6.277988E-12,-1.740682E-11,-2.726055E+0,BRD_6205,9.930556E-6,22.555429,5.590504E+9,6.417158E-12,1.699086E+6,25.00,-100.000000,3.000000E-2,-3.923743E-11,6.417158E-12,-6.114456E+0,-3.609843E-11,-5.625299E+0,2.639462E-3,2.639462E-3,1.183335E-12,1.746046E-12,6.416679E-3,1.412547E-11,-4.708491E-12,-3.307064E-11,-5.153471E+0,BRD_6205,9.930556E-6,22.555429,5.736510E+9,6.419932E-12,1.700599E+6,25.00,-100.000000,4.000000E-2,-5.650189E-11,6.419932E-12,-8.801011E+0,-2.982044E-11,-4.644978E+0,5.332433E-2,1.837125E-1,6.601937E-12,3.809199E-13,6.986881E-2,1.255598E-11,-4.708491E-12,-2.941967E-11,-4.582551E+0
SPM 10.04.2418T27331,1:51:40.730 PM 10/4/2024,B01,F,hCav3.3_Kir2.3,1.0M,BRD_6205,9.930556E-6,21.912777,3.222569E+9,8.118197E-12,1.522025E+8,25.00,-100.000000,-1.200000E-1,-1.674125E-11,8.118197E-12,-2.062188E+0,-1.537151E-10,-1.893464E+1,7.174891E-1,7.174891E-1,-1.992900E-12,-2.118386E-13,2.401348E-1,1.521932E-11,1.521932E-11,-1.335632E-11,-1.645233E+0,BRD_6205,9.930556E-6,21.912777,3.176778E+9,7.619110E-12,1.591341E+8,25.00,-100.000000,-1.100000E-1,-2.130705E-11,7.619110E-12,-2.796527E+0,-1.445835E-10,-1.897643E+1,1.048877E-2,1.048877E-2,-1.360714E-12,-2.741393E-12,2.308817E-2,1.521932E-11,7.609659E-12,-1.415260E-11,-1.857513E+0,BRD_6205,9.930556E-6,21.912777,3.503961E+9,7.440069E-12,1.576550E+8,25.00,-100.000000,-1.000000E-1,-1.978511E-11,7.440069E-12,-2.659265E+0,-1.491493E-10,-2.004677E+1,1.202267E+0,1.202267E+0,0.000000E+0,0.000000E+0,1.517949E+0,1.065352E-11,1.217546E-11,-1.213520E-11,-1.631060E+0,BRD_6205,9.930556E-6,21.912777,3.095660E+9,7.184375E-12,1.713317E+8,25.00,-100.000000,-9.000000E-2,-1.826318E-11,7.184375E-12,-2.542070E+0,-1.339300E-10,-1.864184E+1,3.675600E-1,3.675600E-1,0.000000E+0,0.000000E+0,2.008352E-1,1.217546E-11,1.369739E-11,-1.247018E-11,-1.735736E+0,BRD_6205,9.930556E-6,21.912777,3.495751E+9,7.667840E-12,1.614915E+8,25.00,-100.000000,-8.000000E-2,-2.130705E-11,7.667840E-12,-2.778754E+0,-1.156668E-10,-1.508467E+1,1.560393E-1,1.560393E-1,2.331422E-12,-5.090566E-12,4.884638E-1,1.369739E-11,9.131591E-12,-1.640582E-11,-2.139561E+0,BRD_6205,9.930556E-6,21.912777,3.270320E+9,8.175914E-12,1.476268E+8,25.00,-100.000000,-7.000000E-2,-4.109216E-11,8.175914E-12,-5.026002E+0,-6.848694E-11,-8.376671E+0,1.030333E-1,1.264211E+0,-2.564633E-11,-9.139307E-13,1.072066E-1,1.217546E-11,4.565796E-12,-2.241121E-11,-2.741126E+0,BRD_6205,9.930556E-6,21.912777,3.442992E+9,8.077046E-12,1.393394E+8,25.00,-100.000000,-6.000000E-2,-2.313336E-10,8.077046E-12,-2.864087E+1,-2.891671E-11,-3.580109E+0,4.447589E-2,4.447589E-2,0.000000E+0,0.000000E+0,5.293910E-2,1.217546E-11,7.609659E-12,-4.046010E-11,-5.009270E+0,BRD_6205,9.930556E-6,21.912777,3.344010E+9,7.989832E-12,1.317081E+8,25.00,-100.000000,-5.000000E-2,-2.343775E-10,7.989832E-12,-2.933447E+1,-3.196057E-11,-4.000155E+0,5.461886E-2,1.331101E+0,-2.461185E-10,-1.260106E-12,5.494061E-2,1.369739E-11,0.000000E+0,-4.449672E-11,-5.569169E+0,BRD_6205,9.930556E-6,21.912777,3.234071E+9,7.585632E-12,1.420241E+8,25.00,-100.000000,-4.000000E-2,-2.039389E-10,7.585632E-12,-2.688489E+1,-1.521932E-11,-2.006335E+0,5.862998E-2,1.357258E-1,-2.171758E-10,9.474921E-12,5.500863E-2,1.065352E-11,1.521932E-12,-3.338297E-11,-4.400815E+0,BRD_6205,9.930556E-6,21.912777,3.959073E+9,7.815031E-12,1.343345E+8,25.00,-100.000000,-3.000000E-2,-1.917634E-10,7.815031E-12,-2.453777E+1,-5.174568E-11,-6.621303E+0,5.448775E-2,2.561364E-1,-1.944758E-10,1.149452E-12,5.349664E-2,1.521932E-11,7.609659E-12,-3.271408E-11,-4.186046E+0,BRD_6205,9.930556E-6,21.912777,3.508246E+9,8.388835E-12,2.972087E+7,25.10,-100.000000,-2.000000E-2,-2.435091E-10,8.388835E-12,-2.902776E+1,-1.826318E-11,-2.177082E+0,4.822410E-2,1.784252E-1,-2.463244E-10,-8.419085E-12,5.215939E-2,1.065352E-11,1.217546E-11,-2.795370E-11,-3.332251E+0,BRD_6205,9.930556E-6,21.912777,3.989989E+9,8.331497E-12,2.546651E+7,25.00,-100.000000,-1.000000E-2,-1.811099E-10,8.331497E-12,-2.173798E+1,-1.521932E-11,-1.826721E+0,4.334803E-2,4.951837E-1,-1.953775E-10,-7.600160E-13,4.381004E-2,1.826318E-11,1.826318E-11,-2.280044E-11,-2.736656E+0,BRD_6205,9.930556E-6,21.912777,3.733767E+9,8.112355E-12,2.183511E+7,25.00,-100.000000,0.000000E+0,-1.354519E-10,8.112355E-12,-1.669699E+1,-1.826318E-11,-2.251280E+0,4.292484E-2,3.696811E-1,-1.469096E-10,-4.659418E-13,4.326889E-2,1.217546E-11,1.521932E-11,-1.571357E-11,-1.936992E+0,BRD_6205,9.930556E-6,21.912777,3.437492E+9,7.967060E-12,1.859604E+7,25.00,-100.000000,1.000000E-2,-1.019694E-10,7.967060E-12,-1.279888E+1,-2.130705E-11,-2.674392E+0,4.288227E-2,2.260304E-1,-9.388491E-11,-1.949625E-12,4.596494E-2,1.674125E-11,1.369739E-11,-2.067925E-11,-2.595593E+0,BRD_6205,9.930556E-6,21.912777,3.768599E+9,7.681324E-12,1.695859E+7,25.00,-100.000000,2.000000E-2,-7.457467E-11,7.681324E-12,-9.708569E+0,-2.435091E-11,-3.170145E+0,4.437842E-2,5.211836E-1,-5.544832E-11,-1.469664E-12,4.880667E-2,9.131591E-12,1.065352E-11,-1.542409E-11,-2.007999E+0,BRD_6205,9.930556E-6,21.912777,4.862984E+9,7.507968E-12,1.655686E+7,25.00,-100.000000,3.000000E-2,-4.413602E-11,7.507968E-12,-5.878558E+0,-1.369739E-11,-1.824380E+0,4.509281E-2,2.400217E-1,-2.871613E-11,-3.841098E-12,6.697734E-2,1.369739E-11,1.978511E-11,-6.916419E-12,-9.212105E-1,BRD_6205,9.930556E-6,21.912777,3.404185E+9,7.551550E-12,1.638445E+7,25.00,-100.000000,4.000000E-2,-7.305273E-11,7.551550E-12,-9.673873E+0,-2.435091E-11,-3.224624E+0,2.246864E-1,3.287644E+0,-9.418359E-12,-9.738214E-13,2.370199E-1,9.131591E-12,1.674125E-11,-9.889437E-12,-1.309590E+0
